associated_id,term,type
DB00008,Peginterferon alfa-2a,drug_common_name
DB00008,Pegylated interferon alfa-2a,drug_synonym
DB00008,Pegylated interferon alpha2a,drug_synonym
DB00009,Alteplase,drug_common_name
DB00009,Alteplase (genetical recombination),drug_synonym
DB00009,"Alteplase, recombinant",drug_synonym
DB00009,"Alteplase,recombinant",drug_synonym
DB00009,Plasminogen activator (human tissue-type protein moiety),drug_synonym
DB00009,rt-PA,drug_synonym
DB00009,t-PA,drug_synonym
DB00009,t-plasminogen activator,drug_synonym
DB00009,Tissue plasminogen activator,drug_synonym
DB00009,Tissue plasminogen activator alteplase,drug_synonym
DB00009,"Tissue plasminogen activator, recombinant",drug_synonym
DB00009,tPA,drug_synonym
DB00010,Sermorelin,drug_common_name
DB00010,NA,drug_synonym
DB00011,Interferon alfa-n1,drug_common_name
DB00011,Interferon alpha-2,drug_synonym
DB00011,Interferon alpha-A,drug_synonym
DB00011,Interferon alpha-n1 (Ins),drug_synonym
DB00011,LeIF A,drug_synonym
DB00012,Darbepoetin alfa,drug_common_name
DB00012,Darbepoetin,drug_synonym
DB00012,"Darbepoetin alfa,recombinant",drug_synonym
DB00013,Urokinase,drug_common_name
DB00013,U-plasminogen activator,drug_synonym
DB00013,uPA,drug_synonym
DB00013,Urokinase-type plasminogen activator precursor,drug_synonym
DB00014,Goserelin,drug_common_name
DB00014,NA,drug_synonym
DB00015,Reteplase,drug_common_name
DB00015,Human t-PA (residues 1-3 and 176-527),drug_synonym
DB00015,"Reteplase, recombinant",drug_synonym
DB00015,"Reteplase,recombinant",drug_synonym
DB00016,Erythropoietin,drug_common_name
DB00016,E.P.O.,drug_synonym
DB00016,Epoetin alfa,drug_synonym
DB00016,Epoetin alfa rDNA,drug_synonym
DB00016,"Epoetin alfa, recombinant",drug_synonym
DB00016,Epoetin beta,drug_synonym
DB00016,Epoetin beta rDNA,drug_synonym
DB00016,Epoetin epsilon,drug_synonym
DB00016,Epoetin gamma,drug_synonym
DB00016,Epoetin gamma rDNA,drug_synonym
DB00016,Epoetin kappa,drug_synonym
DB00016,Epoetin omega,drug_synonym
DB00016,Epoetin theta,drug_synonym
DB00016,Epoetin zeta,drug_synonym
DB00016,Epoetina dseta,drug_synonym
DB00016,Epoétine zêta,drug_synonym
DB00016,Epoetinum zeta,drug_synonym
DB00016,Erythropoiesis stimulating factor,drug_synonym
DB00016,"Erythropoietin (human, recombinant)",drug_synonym
DB00016,Erythropoietin (recombinant human),drug_synonym
DB00016,ESF,drug_synonym
DB00016,SH-polypeptide-72,drug_synonym
DB00017,Salmon Calcitonin,drug_common_name
DB00017,Calcitonin (Salmon Synthetic),drug_synonym
DB00017,Calcitonin Salmon,drug_synonym
DB00017,Calcitonin salmon recombinant,drug_synonym
DB00017,Calcitonin-salmon,drug_synonym
DB00017,"Calcitonin, salmon",drug_synonym
DB00017,Recombinant salmon calcitonin,drug_synonym
DB00017,Salmon calcitonin,drug_synonym
DB00018,Interferon alfa-n3,drug_common_name
DB00018,NA,drug_synonym
DB00019,Pegfilgrastim,drug_common_name
DB00019,Granulocyte colony-stimulating factor pegfilgrastim,drug_synonym
DB00019,Peg-filgrastim,drug_synonym
DB00020,Sargramostim,drug_common_name
DB00020,GM-CSF,drug_synonym
DB00021,Secretin,drug_common_name
DB00021,NA,drug_synonym
DB00022,Peginterferon alfa-2b,drug_common_name
DB00022,NA,drug_synonym
DB00023,Asparaginase,drug_common_name
DB00023,Asparaginase (E. coli),drug_synonym
DB00023,Escherichia coli L-asparaginase,drug_synonym
DB00023,L-asparaginase,drug_synonym
DB00023,L-asparagine amidohydrolase,drug_synonym
DB00024,Thyrotropin Alfa,drug_common_name
DB00024,rTSH,drug_synonym
DB00024,Thyroid stimulating hormone,drug_synonym
DB00024,Thyrotrophin-alfa,drug_synonym
DB00024,Thyrotrophin-alpha,drug_synonym
DB00024,Thyrotropin,drug_synonym
DB00024,Thyrotropin-a,drug_synonym
DB00024,Thyrotropin-alpha,drug_synonym
DB00024,Thytrophin,drug_synonym
DB00024,TSH,drug_synonym
DB00025,"Antihemophilic factor, human recombinant",drug_common_name
DB00025,Antihemophilic factor (recombinant),drug_synonym
DB00025,"Antihemophilic Factor (Recombinant), Plasma/Albumin-Free Method",drug_synonym
DB00025,Antihemophilic factor recombinant,drug_synonym
DB00025,"Antihemophilic factor, recombinant",drug_synonym
DB00025,"Antihemophilic factor,recombinant",drug_synonym
DB00025,Factor VIII (rDNA),drug_synonym
DB00025,Factor VIII (Recombinant),drug_synonym
DB00025,Factor VIII recombin,drug_synonym
DB00025,"Factor VIII, recombinant",drug_synonym
DB00025,Human Factor VIII (Recombinant),drug_synonym
DB00025,Human factor VIII recombinant,drug_synonym
DB00025,rAHF,drug_synonym
DB00025,Recombinant antihemophilic factor VIII,drug_synonym
DB00026,Anakinra,drug_common_name
DB00026,ICIL-1RA,drug_synonym
DB00026,IL-1ra,drug_synonym
DB00026,IL-1RN,drug_synonym
DB00026,IL1 inhibitor,drug_synonym
DB00026,Interleukin-1 receptor antagonist protein precursor,drug_synonym
DB00026,IRAP,drug_synonym
DB00027,Gramicidin D,drug_common_name
DB00027,Bacillus brevis gramicidin D,drug_synonym
DB00027,Gramicidin,drug_synonym
DB00027,Gramicidin A,drug_synonym
DB00027,Gramicidin B,drug_synonym
DB00027,Gramicidin C,drug_synonym
DB00027,Gramicidine,drug_synonym
DB00028,Immune Globulin Human,drug_common_name
DB00028,Human IGG,drug_synonym
DB00028,Human Immunoglobulin G,drug_synonym
DB00028,Human Normal Immunoglobulin,drug_synonym
DB00028,Immune globulin (human),drug_synonym
DB00028,Immune Globulin Intravenous,drug_synonym
DB00028,Immune Globulin Subcutaneous,drug_synonym
DB00028,Immunoglobulin G (human),drug_synonym
DB00028,"Immunoglobulin G, Human",drug_synonym
DB00028,Intravenous Immunoglobulin,drug_synonym
DB00028,IVIg,drug_synonym
DB00029,Anistreplase,drug_common_name
DB00029,Anisoylated plasminogen streptokinase activator complex,drug_synonym
DB00029,APSAC,drug_synonym
DB00030,Insulin Human,drug_common_name
DB00030,High molecular weight insulin human,drug_synonym
DB00030,Human insulin,drug_synonym
DB00030,human insulin (rDNA),drug_synonym
DB00030,Insulin (human),drug_synonym
DB00030,Insulin human ,drug_synonym
DB00030,Insulin human [rDNA origin],drug_synonym
DB00030,Insulin Human Regular,drug_synonym
DB00030,Insulin human regular (rDNA),drug_synonym
DB00030,"Insulin human, rDNA origin",drug_synonym
DB00030,Insulin recombinant human,drug_synonym
DB00030,Insulin recombinant purified human,drug_synonym
DB00030,Insulin regular,drug_synonym
DB00030,"Insulin, human",drug_synonym
DB00030,"Regular Insulin, human",drug_synonym
DB00031,Tenecteplase,drug_common_name
DB00031,TNK-tPA,drug_synonym
DB00032,Menotropins,drug_common_name
DB00032,Human menopausal gonadotrophin,drug_synonym
DB00032,Menotrophin,drug_synonym
DB00032,Menotropin,drug_synonym
DB00032,Menotropins (FSH;LH),drug_synonym
DB00033,Interferon gamma-1b,drug_common_name
DB00033,IFN-gamma-1b,drug_synonym
DB00033,"Interferon gamma-1b, recombinant",drug_synonym
DB00033,Interferon gamma-2a,drug_synonym
DB00034,"Interferon Alfa-2a, Recombinant",drug_common_name
DB00034,Interferon alfa-2a,drug_synonym
DB00034,Interferon alfa-2a (recombinant),drug_synonym
DB00034,"Interferon alfa-2a, recombinant",drug_synonym
DB00034,"Interferon alfa-2a,recombinant",drug_synonym
DB00034,Interferon alpha-2a,drug_synonym
DB00034,Interferon-alfa-2a,drug_synonym
DB00034,Recombinant human interferon alfa-2a,drug_synonym
DB00034,Recombinant human interferon-alfa-2a,drug_synonym
DB00034,rIFN-alpha-2a,drug_synonym
DB00034,SH-polypeptide-46,drug_synonym
DB00035,Desmopressin,drug_common_name
DB00035,1-(3-mercaptopropionic acid)-8-D-arginine-vasopressin,drug_synonym
DB00035,1-deamino-8-D-arginine vasopressin,drug_synonym
DB00035,1-Desamino-8-D-arginine vasopressin,drug_synonym
DB00035,DDAVP,drug_synonym
DB00035,Desmopresina,drug_synonym
DB00035,Desmopressin,drug_synonym
DB00035,Desmopressine,drug_synonym
DB00035,Desmopressinum,drug_synonym
DB00036,Coagulation factor VIIa Recombinant Human,drug_common_name
DB00036,Coagulation factor VIIa,drug_synonym
DB00036,Coagulation factor VIIa (recombinant),drug_synonym
DB00036,Eptacog alfa,drug_synonym
DB00036,Eptacog alfa (activated),drug_synonym
DB00036,rFVIIa,drug_synonym
DB00038,Oprelvekin,drug_common_name
DB00038,Adipogenesis inhibitory factor,drug_synonym
DB00038,AGIF,drug_synonym
DB00038,IL-11,drug_synonym
DB00038,Interleukin-11 precursor,drug_synonym
DB00039,Palifermin,drug_common_name
DB00039,FGF-7,drug_synonym
DB00039,Fibroblast growth factor- 7,drug_synonym
DB00039,HBGF-7,drug_synonym
DB00039,Keratinocyte growth factor precursor,drug_synonym
DB00039,KGF,drug_synonym
DB00040,Glucagon recombinant,drug_common_name
DB00040,Glucagon,drug_synonym
DB00040,Glucagon (recombinant dna origin),drug_synonym
DB00040,"Glucagon, human",drug_synonym
DB00040,"Glucagon, porcine",drug_synonym
DB00040,Glucagone,drug_synonym
DB00040,Glucagonum,drug_synonym
DB00041,Aldesleukin,drug_common_name
DB00041,125-L-serine-2-133-interleukin 2 (human reduced),drug_synonym
DB00041,Interleukin-2 aldesleukin,drug_synonym
DB00041,"Interleukin-2(2-133),125-ser",drug_synonym
DB00041,Recombinant interleukin-2 human,drug_synonym
DB00042,Botulinum Toxin Type B,drug_common_name
DB00042,Botulinum neurotoxin type B precursor,drug_synonym
DB00042,BTX-B,drug_synonym
DB00042,RimabotulinumtoxinB,drug_synonym
DB00043,Omalizumab,drug_common_name
DB00043,NA,drug_synonym
DB00044,Lutropin alfa,drug_common_name
DB00044,ICSH,drug_synonym
DB00044,Insterstiial cell-stimulating hormone,drug_synonym
DB00044,LH,drug_synonym
DB00044,LH-B,drug_synonym
DB00044,LSH- beta,drug_synonym
DB00044,LSH-B,drug_synonym
DB00044,Luteinizing hormone,drug_synonym
DB00044,Luteinizing hormone beta subunit,drug_synonym
DB00044,Lutrophin,drug_synonym
DB00044,Lutropin alpha,drug_synonym
DB00044,Lutropin beta chain precursor,drug_synonym
DB00045,OspA lipoprotein,drug_common_name
DB00045,Outer surface protein A precursor,drug_synonym
DB00046,Insulin Lispro,drug_common_name
DB00046,Insulin lispro (genetical recombination),drug_synonym
DB00046,Insulin lispro (rDNA origin),drug_synonym
DB00046,Insulin lispro protamine,drug_synonym
DB00046,Insulin lispro protamine recombinant,drug_synonym
DB00046,Insulin lispro recombinant,drug_synonym
DB00046,"Insulin,lispro,human/rDNA",drug_synonym
DB00046,"Insulin,lispro,protamine/rDNA",drug_synonym
DB00047,Insulin Glargine,drug_common_name
DB00047,Insulin Glargine (rDNA origin),drug_synonym
DB00047,Insulin glargine recombinant,drug_synonym
DB00048,Collagenase clostridium histolyticum,drug_common_name
DB00048,Clostridium histolyticum enzymes,drug_synonym
DB00048,Collagenase,drug_synonym
DB00049,Rasburicase,drug_common_name
DB00049,Urate oxidase,drug_synonym
DB00049,Uricase,drug_synonym
DB00050,Cetrorelix,drug_common_name
DB00050,Cetrorelixum,drug_synonym
DB00051,Adalimumab,drug_common_name
DB00051,NA,drug_synonym
DB00052,Somatotropin,drug_common_name
DB00052,Growth hormone,drug_synonym
DB00052,Growth hormone (human),drug_synonym
DB00052,hGH,drug_synonym
DB00052,Human growth hormone,drug_synonym
DB00052,Recombinant human growth hormone,drug_synonym
DB00052,rhGH,drug_synonym
DB00052,Somatotropin (human),drug_synonym
DB00052,Somatotropin human,drug_synonym
DB00052,Somatotropin human growth hormone,drug_synonym
DB00052,Somatropin,drug_synonym
DB00052,Somatropin (rDNA origin),drug_synonym
DB00052,Somatropin (recombinant DNA origin),drug_synonym
DB00052,Somatropin [rDNA origin],drug_synonym
DB00052,Somatropin recombinant,drug_synonym
DB00052,Somatropin(recombinant DNA origin),drug_synonym
DB00053,Imiglucerase,drug_common_name
DB00053,NA,drug_synonym
DB00054,Abciximab,drug_common_name
DB00054,7E3,drug_synonym
DB00054,7E3 antibody,drug_synonym
DB00054,antiGPIIBIIIa,drug_synonym
DB00054,C7E3,drug_synonym
DB00055,Drotrecogin alfa,drug_common_name
DB00055,Activated protein C,drug_synonym
DB00055,Blood coagulation factor XIV (human),drug_synonym
DB00055,Drotrecogin alfa (activated),drug_synonym
DB00055,"Drotrecogin alfa (activated), lyophilized",drug_synonym
DB00055,Drotrecogin alfa activated,drug_synonym
DB00055,"Drotrecogin alfa, activated",drug_synonym
DB00055,Drotrecogin-alfa,drug_synonym
DB00055,Recombinant human activated protein C (rH-APC),drug_synonym
DB00056,Gemtuzumab ozogamicin,drug_common_name
DB00056,NA,drug_synonym
DB00057,Indium In-111 satumomab pendetide,drug_common_name
DB00057,Indium (111In) satumomab pendetide,drug_synonym
DB00057,Indium In 111 satumomab pendetide,drug_synonym
DB00057,Indium-111 satumomab pendetide,drug_synonym
DB00058,Alpha-1-proteinase inhibitor,drug_common_name
DB00058,Alfa1 antitrypsin,drug_synonym
DB00058,Alpha 1-antitrypsin,drug_synonym
DB00058,Alpha 1-Proteinase Inhibitor,drug_synonym
DB00058,Alpha 1-proteinase inhibitor (human),drug_synonym
DB00058,"Alpha 1-proteinase inhibitor, human",drug_synonym
DB00058,Alpha-1 protease inhibitor,drug_synonym
DB00058,Alpha-1 proteinase inhibitor (human),drug_synonym
DB00058,Alpha-1-antiproteinase,drug_synonym
DB00058,Alpha-1-antitrypsin,drug_synonym
DB00058,Alpha-1-proteinase Inhibitor (human),drug_synonym
DB00058,Alpha-1-proteinase inhibitor human,drug_synonym
DB00058,"Alpha-1-proteinase Inhibitor, Human",drug_synonym
DB00058,"Alpha-1-proteinase inhibitor,human",drug_synonym
DB00058,Alpha1-proteinase Inhibitor,drug_synonym
DB00058,Alpha1-proteinase inhibitor (human),drug_synonym
DB00058,alpha1-proteinase inhibitor human,drug_synonym
DB00058,API,drug_synonym
DB00059,Pegaspargase,drug_common_name
DB00059,Peg-asparaginase,drug_synonym
DB00059,Peg/L-asparaginase,drug_synonym
DB00060,Interferon beta-1a,drug_common_name
DB00060,Interferon beta 1-a,drug_synonym
DB00060,Interferon beta 1a,drug_synonym
DB00060,Interferon beta-1a (recombinant human),drug_synonym
DB00060,"Interferon beta-1a,recombinant",drug_synonym
DB00060,Interferon-beta-1a,drug_synonym
DB00061,Pegademase bovine,drug_common_name
DB00061,Adenosine aminohydrolase,drug_synonym
DB00061,Adenosine deaminase,drug_synonym
DB00062,Human Serum Albumin,drug_common_name
DB00062,Albumin (human),drug_synonym
DB00062,Albumin human,drug_synonym
DB00062,"Albumin microspheres, human",drug_synonym
DB00062,"Albumin, blood",drug_synonym
DB00062,"Albumin, human",drug_synonym
DB00062,Human albumin,drug_synonym
DB00062,Microspheres of human albumin,drug_synonym
DB00062,Serum albumin,drug_synonym
DB00063,Eptifibatide,drug_common_name
DB00063,Integrelin,drug_synonym
DB00063,Intrifiban,drug_synonym
DB00065,Infliximab,drug_common_name
DB00065,NA,drug_synonym
DB00066,Follitropin,drug_common_name
DB00066,Follicle stimulating hormone,drug_synonym
DB00066,Follitrophin alfa,drug_synonym
DB00066,Follitrophin alpha,drug_synonym
DB00066,Follitrophin beta,drug_synonym
DB00066,Follitropin alfa,drug_synonym
DB00066,Follitropin alfa/beta,drug_synonym
DB00066,Follitropin alpha,drug_synonym
DB00066,Follitropin beta,drug_synonym
DB00066,Follitropin delta,drug_synonym
DB00066,Follitropin gamma,drug_synonym
DB00066,Follotropin recombinant,drug_synonym
DB00066,FSH,drug_synonym
DB00066,FSH alpha,drug_synonym
DB00066,FSH-a,drug_synonym
DB00066,FSH-b,drug_synonym
DB00066,FSH-beta,drug_synonym
DB00066,Recombinant human follicle stimulating hormone beta,drug_synonym
DB00066,Recombinant human follicle-stimulating hormone (r-HFSH),drug_synonym
DB00066,rFSH-alpha,drug_synonym
DB00067,Vasopressin,drug_common_name
DB00067,"Vasopressin, unspecified",drug_synonym
DB00068,Interferon beta-1b,drug_common_name
DB00068,Interferon beta 1b (recombinant),drug_synonym
DB00068,"Interferon beta-1b,recombinant",drug_synonym
DB00068,Interferon-beta-1b,drug_synonym
DB00068,Recombinant interferon beta-1b,drug_synonym
DB00069,Interferon alfacon-1,drug_common_name
DB00069,CIFN,drug_synonym
DB00069,consensus interferon,drug_synonym
DB00069,IFN Alfacon-1,drug_synonym
DB00069,"Interferon Consensus, Methionyl",drug_synonym
DB00069,methionyl interferon consensus,drug_synonym
DB00069,methionyl-interferon-consensus,drug_synonym
DB00069,rCon-IFN,drug_synonym
DB00069,Recombinant Consensus Interferon,drug_synonym
DB00069,Recombinant methionyl human consensus interferon,drug_synonym
DB00070,Hyaluronidase,drug_common_name
DB00070,HYAL-1,drug_synonym
DB00070,"Hyaluronidase (glycoprotein, sheep testis isoenzyme)",drug_synonym
DB00070,Hyaluronidase (ovine),drug_synonym
DB00070,Hyaluronidase (sheep testis isoenzyme),drug_synonym
DB00070,Hyaluronidase 1 precursor,drug_synonym
DB00070,Hyaluronidase PH-20,drug_synonym
DB00070,"Hyaluronidase, ovine",drug_synonym
DB00070,Ovine hyaluronidase,drug_synonym
DB00070,Sperm adhesion molecule 1,drug_synonym
DB00070,Sperm surface protein PH-20,drug_synonym
DB00071,Insulin Pork,drug_common_name
DB00071,Insulin (pork),drug_synonym
DB00071,Insulin porcine,drug_synonym
DB00071,Insulin purified porcine,drug_synonym
DB00071,Insulin purified pork,drug_synonym
DB00071,"Insulin, porcine",drug_synonym
DB00071,"Insulin, regular, pork",drug_synonym
DB00071,Porcine insulin,drug_synonym
DB00072,Trastuzumab,drug_common_name
DB00072,Anti HER2,drug_synonym
DB00073,Rituximab,drug_common_name
DB00073,AntiCD20,drug_synonym
DB00074,Basiliximab,drug_common_name
DB00074,chimeric mouse-human antiCD25,drug_synonym
DB00075,Muromonab,drug_common_name
DB00075,Anti-CD3,drug_synonym
DB00075,Muromonab-CD3,drug_synonym
DB00076,Digoxin Immune Fab (Ovine),drug_common_name
DB00076,Digitalis antitoxin,drug_synonym
DB00076,"Digoxin Immune Fab, Ovine",drug_synonym
DB00076,Digoxin-specific Antibody Fragments,drug_synonym
DB00076,Ovine digoxin immune fab,drug_synonym
DB00078,Ibritumomab tiuxetan,drug_common_name
DB00078,Ibritumomab,drug_synonym
DB00078,mAb Murine (IGG1) Anti P19437 (CD20_MOUSE),drug_synonym
DB00080,Daptomycin,drug_common_name
DB00080,NA,drug_synonym
DB00081,Tositumomab,drug_common_name
DB00081,NA,drug_synonym
DB00082,Pegvisomant,drug_common_name
DB00082,NA,drug_synonym
DB00083,Botulinum Toxin Type A,drug_common_name
DB00083,AbobotulinumtoxinA,drug_synonym
DB00083,BoNT/A,drug_synonym
DB00083,Bontoxilysin A,drug_synonym
DB00083,Botulinum neurotoxin type A precursor,drug_synonym
DB00083,BTX-A,drug_synonym
DB00083,IncobotulinumtoxinA,drug_synonym
DB00083,OnabotulinumtoxinA,drug_synonym
DB00085,Pancrelipase,drug_common_name
DB00085,Pancrealipase,drug_synonym
DB00085,Pancreatic extract pancrelipase,drug_synonym
DB00085,Pancreatic protease,drug_synonym
DB00085,Pancreatin,drug_synonym
DB00085,Pancreatinum,drug_synonym
DB00085,Pancrelipase (amylase;lipase;protease),drug_synonym
DB00086,Streptokinase,drug_common_name
DB00086,Streptokinase C precursor,drug_synonym
DB00087,Alemtuzumab,drug_common_name
DB00087,NA,drug_synonym
DB00088,Alglucerase,drug_common_name
DB00088,NA,drug_synonym
DB00089,Capromab pendetide,drug_common_name
DB00089,(111In)-Capromab pendetide,drug_synonym
DB00089,Indium (111In) capromab pendetide,drug_synonym
DB00089,Indium 111 Capromab Pendetide,drug_synonym
DB00089,Indium In 111 capromab pendetide,drug_synonym
DB00090,Laronidase,drug_common_name
DB00090,Alpha-L-iduronidase precursor,drug_synonym
DB00091,Cyclosporine,drug_common_name
DB00091,Ciclosporin,drug_synonym
DB00091,Ciclosporina,drug_synonym
DB00091,Ciclosporine,drug_synonym
DB00091,Ciclosporinum,drug_synonym
DB00091,CsA,drug_synonym
DB00091,CyA,drug_synonym
DB00091,Cyclosporin,drug_synonym
DB00091,Cyclosporin A,drug_synonym
DB00092,Alefacept,drug_common_name
DB00092,ASP0485,drug_synonym
DB00093,Felypressin,drug_common_name
DB00093,2-(L-phenylalanine)-8-L-lysinevasopressin,drug_synonym
DB00093,Felipresina,drug_synonym
DB00093,Felypressin,drug_synonym
DB00093,Felypressine,drug_synonym
DB00093,Felypressinum,drug_synonym
DB00093,PLV-2,drug_synonym
DB00094,Urofollitropin,drug_common_name
DB00094,Follitropin human,drug_synonym
DB00094,Urofollitrophin,drug_synonym
DB00095,Efalizumab,drug_common_name
DB00095,anti alphaL integrin,drug_synonym
DB00095,antiCD11 alpha,drug_synonym
DB00095,hu1124,drug_synonym
DB00097,Choriogonadotropin alfa,drug_common_name
DB00097,Choriogonadotropin alpha,drug_synonym
DB00097,Chorionic gonadotropin (recombinant),drug_synonym
DB00098,Antithymocyte immunoglobulin (rabbit),drug_common_name
DB00098,"Anti-human thymocyte immunoglobulin, rabbit",drug_synonym
DB00098,"Anti-T-lymphocyte immune globulin, rabbit",drug_synonym
DB00098,Anti-thymocyte globulin (rabbit),drug_synonym
DB00098,Anti-thymocyte globulin rabbit,drug_synonym
DB00098,Antithymocyte immunoglobulin,drug_synonym
DB00098,Rabbit anti-human thymocyte globulin,drug_synonym
DB00098,Rabbit anti-human thymocyte globulin (rATG),drug_synonym
DB00098,Rabbit anti-human thymocyte immunoglobulin,drug_synonym
DB00098,Rabbit anti-thymocyte immunoglobulin,drug_synonym
DB00098,Rabbit antithymocyte globulin,drug_synonym
DB00098,Rabbit ATG,drug_synonym
DB00098,rATG,drug_synonym
DB00098,Thymoglobulin,drug_synonym
DB00098,Thymoglobuline,drug_synonym
DB00099,Filgrastim,drug_common_name
DB00099,Filgrastim-sndz,drug_synonym
DB00099,G-CSF ,drug_synonym
DB00099,Granulocyte Colony Stimulating Factor ,drug_synonym
DB00099,Tbo-filgrastim,drug_synonym
DB00100,Coagulation Factor IX (Recombinant),drug_common_name
DB00100,Coagulation factor IX (recombinant),drug_synonym
DB00100,Coagulation factor IX recombinant human,drug_synonym
DB00100,Factor IX (Recombinant),drug_synonym
DB00100,nonacog alfa,drug_synonym
DB00100,Recombinant factor IX,drug_synonym
DB00102,Becaplermin,drug_common_name
DB00102,c-sis,drug_synonym
DB00102,PDGF B-chain,drug_synonym
DB00102,PDGF-2,drug_synonym
DB00102,PDGF-BB,drug_synonym
DB00102,PDGFB,drug_synonym
DB00102,Platelet-derived growth factor B chain precursor,drug_synonym
DB00102,Platelet-derived growth factor beta polypeptide,drug_synonym
DB00102,SH-POLYPEPTIDE-59,drug_synonym
DB00103,Agalsidase beta,drug_common_name
DB00103,Agalsidase alfa,drug_synonym
DB00103,Alpha-D- galactoside galactohydrolase,drug_synonym
DB00103,Alpha-D-galactosidase A,drug_synonym
DB00103,Alpha-galactosidase A precursor,drug_synonym
DB00103,Melibiase,drug_synonym
DB00104,Octreotide,drug_common_name
DB00104,Octreotida,drug_synonym
DB00104,Octreotidum,drug_synonym
DB00104,Octrotide,drug_synonym
DB00105,"Interferon Alfa-2b, Recombinant",drug_common_name
DB00105,Interferon alfa-2b,drug_synonym
DB00105,Interferon α-2b,drug_synonym
DB00105,Intron (Interferon α2b),drug_synonym
DB00105,Intron A (Interferon α2b),drug_synonym
DB00105,rIFN-alpha-2b,drug_synonym
DB00106,Abarelix,drug_common_name
DB00106,NA,drug_synonym
DB00107,Oxytocin,drug_common_name
DB00107,NA,drug_synonym
DB00108,Natalizumab,drug_common_name
DB00108,Anti-alpha4 integrin,drug_synonym
DB00108,Anti-VLA4,drug_synonym
DB00109,Enfuvirtide,drug_common_name
DB00109,"Envelope polyprotein GP160 precursor [Contains: Exterior membrane glycoprotein,GP120, Transmembrane glycoprotein,GP41]",drug_synonym
DB00110,Palivizumab,drug_common_name
DB00110,anti-RSV,drug_synonym
DB00111,Daclizumab,drug_common_name
DB00111,Dacliximab,drug_synonym
DB00111,Daclizumab beta,drug_synonym
DB00112,Bevacizumab,drug_common_name
DB00112,antiVEGF,drug_synonym
DB00112,bevacizumab-awwb,drug_synonym
DB00113,Technetium Tc-99m arcitumomab,drug_common_name
DB00113,Arcitumomab technetium-99m,drug_synonym
DB00113,Technetium (99mTc) arcitumomab,drug_synonym
DB00113,Technetium Tc 99m arcitumomab,drug_synonym
DB00113,Technetium-99m arcitumomab,drug_synonym
DB00114,Pyridoxal Phosphate,drug_common_name
DB00114,3-hydroxy-2-methyl-5-((phosphonooxy)methyl)-4-pyridinecarboxaldehyde,drug_synonym
DB00114,3-hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde 5-phosphate,drug_synonym
DB00114,Codecarboxylase,drug_synonym
DB00114,PLP,drug_synonym
DB00114,Pyridoxal 5-monophosphoric acid ester,drug_synonym
DB00114,Pyridoxal 5-phosphate,drug_synonym
DB00114,Pyridoxal 5'-phosphate,drug_synonym
DB00114,Pyridoxal P,drug_synonym
DB00114,Pyridoxal phosphate anhydrous,drug_synonym
DB00114,Pyridoxal-5P,drug_synonym
DB00114,Pyridoxal-P,drug_synonym
DB00115,Cyanocobalamin,drug_common_name
DB00115,Cyanocob(III)alamin,drug_synonym
DB00115,Vitamin B12,drug_synonym
DB00115,Vitamin B12 complex,drug_synonym
DB00115,Vitamin B12 NOS,drug_synonym
